number,code,Type
102,"def bfs(graph, start_node):
    visited = set()
    queue = [start_node]
    visited.add(start_node)
    while queue:
        node = queue.pop(0)
        yield node
        for neighbor in graph.get(node, []):
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)",BFS
103,"def bfs(graph, start_node):
    if not graph or start_node not in graph:
        return
    visited = {start_node}
    queue = [start_node]
    while queue:
        node = queue.pop(0)
        yield node
        for neighbor in graph[node]:
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)",BFS
104,"def bfs(adj_matrix, start_node):
    n = len(adj_matrix)
    visited = [False] * n
    queue = [start_node]
    visited[start_node] = True
    while queue:
        node = queue.pop(0)
        yield node
        for neighbor in range(n):
            if adj_matrix[node][neighbor] == 1 and not visited[neighbor]:
                visited[neighbor] = True
                queue.append(neighbor)",BFS
105,"from collections import deque

def bfs(graph, start_node):
    if not graph:
        return
    visited = set()
    queue = deque([start_node])
    visited.add(start_node)
    result = []
    while queue:
        node = queue.popleft()
        result.append(node)
        for neighbor in graph.get(node, []):
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)
    return result",BFS
106,"def bfs(graph, start_node):
    visited = set()
    queue = [start_node]
    visited.add(start_node)
    while queue:
        node = queue.pop(0)
        yield node
        neighbors = graph.get(node, [])
        for neighbor in neighbors:
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)",BFS
107,"def bfs(graph, start_node):
    if start_node not in graph:
        return
    visited = {start_node}
    queue = [start_node]
    while queue:
        node = queue.pop(0)
        yield node
        for neighbor in graph.get(node, []):
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)",BFS
108,"def bfs(adj_matrix, start_node):
    n = len(adj_matrix)
    visited = [False] * n
    queue = [start_node]
    visited[start_node] = True
    result = []
    while queue:
        node = queue.pop(0)
        result.append(node)
        for neighbor in range(n):
            if adj_matrix[node][neighbor] == 1 and not visited[neighbor]:
                visited[neighbor] = True
                queue.append(neighbor)
    return result",BFS
109,"from collections import deque

def bfs(graph, start_node):
    if not graph or start_node is None:
        return
    visited = set()
    queue = deque([start_node])
    visited.add(start_node)
    while queue:
        node = queue.popleft()
        yield node
        for neighbor in graph.get(node, []):
            if neighbor is not None and neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)",BFS
110,"def bfs(graph, start_node):
    if not graph:
        return []
    visited = set()
    queue = [start_node]
    visited.add(start_node)
    result = []
    while queue:
        node = queue.pop(0)
        result.append(node)
        for neighbor in graph.get(node, []):
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)
    return result",BFS
111,"def bfs(graph, start_node):
    visited = set()
    queue = [start_node]
    visited.add(start_node)
    while queue:
        node = queue.pop(0)
        yield node
        for neighbor in graph[node]:
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)",BFS
112,"from collections import deque
def bfs(graph, start_node):
    visited = set()
    queue = deque([start_node])
    visited.add(start_node)
    while queue:
        node = queue.popleft()
        yield node
        for neighbor in graph[node]:
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)",BFS
113,"def bfs(graph, start_node):
    if not graph or start_node not in graph:
        return
    visited = {start_node}
    queue = [start_node]
    while queue:
        node = queue.pop(0)
        yield node
        for neighbor in graph.get(node, []):
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)",BFS
114,"def bfs(graph, start_node):
    visited = set()
    queue = [start_node]
    visited.add(start_node)
    results = []
    while queue:
        node = queue.pop(0)
        results.append(node)
        for neighbor in graph[node]:
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)
    return results",BFS
115,"def bfs(matrix, start_node):
    n = len(matrix)
    visited = [False] * n
    queue = [start_node]
    visited[start_node] = True
    while queue:
        node = queue.pop(0)
        yield node
        for neighbor in range(n):
            if matrix[node][neighbor] == 1 and not visited[neighbor]:
                visited[neighbor] = True
                queue.append(neighbor)",BFS
116,"def bfs(graph, start_node):
    visited = set()
    queue = [start_node]
    visited.add(start_node)
    return list(iter(lambda: next((node for node in graph[n] if node not in visited and (visited.add(node) or True)), None) for n in queue))",BFS
117,"def bfs(graph, start_node):
    if not graph:
        return []
    visited = set()
    queue = [start_node]
    visited.add(start_node)
    result = []
    while queue:
        node = queue.pop(0)
        result.append(node)
        neighbors = graph.get(node, [])
        queue.extend([n for n in neighbors if n not in visited and not visited.add(n)])
    return result",BFS
118,"def bfs(graph, start_node):
    if start_node not in graph:
        return []
    visited = {start_node}
    queue = [start_node]
    result = []
    while queue:
      node = queue.pop(0)
      result.append(node)
      for neighbor in graph[node]:
        if neighbor not in visited:
          visited.add(neighbor)
          queue.append(neighbor)
    return result",BFS
119,"def bfs(matrix, start_node):
    n = len(matrix)
    visited = [False] * n
    queue = [start_node]
    visited[start_node] = True
    result = []
    while queue:
        node = queue.pop(0)
        result.append(node)
        for i in range(n):
            if matrix[node][i] == 1 and not visited[i]:
                visited[i] = True
                queue.append(i)
    return result",BFS
120,"def bfs(graph, start_node):
    if not graph or start_node not in graph:
        return []
    visited = set()
    queue = [start_node]
    visited.add(start_node)
    nodes = []
    while queue:
        node = queue.pop(0)
        nodes.append(node)
        for neighbor in graph[node]:
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)
    return nodes",BFS
121,"from collections import deque

def bfs(graph, start_node):
    visited = set()
    queue = deque([start_node])
    visited.add(start_node)
    while queue:
        node = queue.popleft()
        yield node
        for neighbor in graph[node]:
            if neighbor not in visited:
                visited.add(neighbor)
                queue.append(neighbor)",BFS
122,"def bfs_matrix(graph, start_node):
    n = len(graph)
    visited = [False] * n
    queue = [start_node]
    visited[start_node] = True
    while queue:
        node = queue.pop(0)
        yield node
        for neighbor in range(n):
            if graph[node][neighbor] and not visited[neighbor]:
                visited[neighbor] = True
                queue.append(neighbor)",BFS
123,"from collections import deque

def bfs_adj_list(graph, start_node):
    visited = set()
    queue = deque([start_node])
    visited.add(start_node)
    while queue:
        node = queue.popleft()
        yield node
        if node in graph:
            for neighbor in graph[node]:
                if neighbor not in visited:
                    visited.add(neighbor)
                    queue.append(neighbor)",BFS
124,"def bfs_recursive(graph, start_node, visited=None):
    if visited is None:
        visited = set()
    if start_node not in visited:
        visited.add(start_node)
        yield start_node
        for neighbor in graph[start_node]:
            yield from bfs_recursive(graph, neighbor, visited)",BFS
125,"from collections import deque

def bfs_limited_depth(graph, start_node, depth_limit):
    visited = set()
    queue = deque([(start_node, 0)])
    visited.add(start_node)
    while queue:
        node, depth = queue.popleft()
        yield node
        if depth < depth_limit:
            for neighbor in graph[node]:
                if neighbor not in visited:
                    visited.add(neighbor)
                    queue.append((neighbor, depth + 1))",BFS
126,"def bfs_functional(graph, start_node):
    q = [(start_node, 0)]
    visited = {start_node}
    while q:
        node, _ = min(q, key=lambda x: x[1])
        q.remove(node)
        yield node
        for neighbor in graph.get(node, []):
            if neighbor not in visited:
                visited.add(neighbor)
                q.append((neighbor, len([n for n, d in q])))",BFS
